url,headword
http://www.stoa.org/sol-entries/alpha/4476,"Αὐτήν"
http://www.stoa.org/sol-entries/alpha/4477,"Ἀϋτήν"
http://www.stoa.org/sol-entries/alpha/4478,"Αὐτὴ νῦν ἡ σοφία ζῇ"
http://www.stoa.org/sol-entries/alpha/4479,"Αὐτίκα"
http://www.stoa.org/sol-entries/alpha/4480,"Αὖτις"
http://www.stoa.org/sol-entries/alpha/4481,"Αὐτίτην"
http://www.stoa.org/sol-entries/alpha/4482,"Αὐτό"
http://www.stoa.org/sol-entries/alpha/4483,"Αὐτοαπλότης"
http://www.stoa.org/sol-entries/alpha/4484,"Αὐτοβοᾷς ὅμοιος ὢν τῷδε"
http://www.stoa.org/sol-entries/alpha/4485,"Αὐτοβοεί"
http://www.stoa.org/sol-entries/alpha/4486,"Αὐτοβοεί"
http://www.stoa.org/sol-entries/alpha/4487,"Αὐτογένεθλον"
http://www.stoa.org/sol-entries/alpha/4488,"Αὐτοδαῆ"
http://www.stoa.org/sol-entries/alpha/4489,"Αὐτόδαξον τρόπον"
http://www.stoa.org/sol-entries/alpha/4490,"Αὐτὸ δείξει"
http://www.stoa.org/sol-entries/alpha/4491,"Αὐτοδίκῃ"
http://www.stoa.org/sol-entries/alpha/4492,"Αὐτόετες"
http://www.stoa.org/sol-entries/alpha/4493,"Αὐτόθεν"
http://www.stoa.org/sol-entries/alpha/4494,"Αὐτοκακὸν ἔοικε τῷδε"
http://www.stoa.org/sol-entries/alpha/4495,"Αὐτοκέλευστος"
http://www.stoa.org/sol-entries/alpha/4496,"Αὐτοκέραστον"
http://www.stoa.org/sol-entries/alpha/4497,"Αὐτοκίνητον"
http://www.stoa.org/sol-entries/alpha/4498,"Αὐτοκλείδης"
http://www.stoa.org/sol-entries/alpha/4499,"Αὐτοκόμου"
http://www.stoa.org/sol-entries/alpha/4500,"Αὐτοκράτης"
http://www.stoa.org/sol-entries/alpha/4501,"Αὐτοκράτωρ"
http://www.stoa.org/sol-entries/alpha/4502,"Αὐτοκράτορα"
http://www.stoa.org/sol-entries/alpha/4503,"Αὐτοκράτορες"
http://www.stoa.org/sol-entries/alpha/4504,"Αὐτοκτόνα"
http://www.stoa.org/sol-entries/alpha/4505,"Αὐτολήκυθοι"
http://www.stoa.org/sol-entries/alpha/4506,"Αὐτολόχευτος"
http://www.stoa.org/sol-entries/alpha/4507,"Αὐτόλυκος"
http://www.stoa.org/sol-entries/alpha/4508,"Αὐτοματίζουσιν"
http://www.stoa.org/sol-entries/alpha/4509,"Αὐτομαχεῖν"
http://www.stoa.org/sol-entries/alpha/4510,"Αὐτομόλως"
http://www.stoa.org/sol-entries/alpha/4511,"Αὐτὸν κέκρουκας τὸν βατῆρα τῆς θύρας"
http://www.stoa.org/sol-entries/alpha/4512,"Αὐτονομουμένη πόλις"
http://www.stoa.org/sol-entries/alpha/4513,"Αὐτὸν οὐ τρέφων κύνας τρέφεις"
http://www.stoa.org/sol-entries/alpha/4514,"Αὐτονυχί"
http://www.stoa.org/sol-entries/alpha/4515,"Αὐτοπαθῶς"
http://www.stoa.org/sol-entries/alpha/4516,"Αὐτόπρεμνον"
http://www.stoa.org/sol-entries/alpha/4517,"Αὐτός"
http://www.stoa.org/sol-entries/alpha/4518,"Αὐτός"
http://www.stoa.org/sol-entries/alpha/4519,"Αὐτός"
http://www.stoa.org/sol-entries/alpha/4520,"Αὐτὸς αὑτὸν αὐλεῖ"
http://www.stoa.org/sol-entries/alpha/4521,"Αὐτὸς γὰρ εὗρε τοῦ κακοῦ τὴν πητύαν"
http://www.stoa.org/sol-entries/alpha/4522,"Αὐτόσε"
http://www.stoa.org/sol-entries/alpha/4523,"Αὐτὸς ἔφα"
http://www.stoa.org/sol-entries/alpha/4524,"Αὐτόσιτος"
http://www.stoa.org/sol-entries/alpha/4525,"Αὐτός τι νῦν δρῶν, εἶτα τοὺς θεοὺς κάλει"
http://www.stoa.org/sol-entries/alpha/4526,"Αὐτόστοιχος"
http://www.stoa.org/sol-entries/alpha/4527,"Αὐτοσφαγῆ"
http://www.stoa.org/sol-entries/alpha/4528,"Αὐτοσχέδιον"
http://www.stoa.org/sol-entries/alpha/4529,"Αὐτότατος"
http://www.stoa.org/sol-entries/alpha/4530,"Αὐτοτελής"
http://www.stoa.org/sol-entries/alpha/4531,"Αὐτοῦ"
http://www.stoa.org/sol-entries/alpha/4532,"Αὐτούργητον"
http://www.stoa.org/sol-entries/alpha/4533,"Αὐτοφόνῳ"
http://www.stoa.org/sol-entries/alpha/4534,"Αὐτοφυέστατον"
http://www.stoa.org/sol-entries/alpha/4535,"Αὐτόχειρες"
http://www.stoa.org/sol-entries/alpha/4536,"Αὐτόχθονες"
http://www.stoa.org/sol-entries/alpha/4537,"Αὐτόχρημα ὅμοιον"
http://www.stoa.org/sol-entries/alpha/4538,"Αὔτως"
http://www.stoa.org/sol-entries/alpha/4539,"Αὐτῷ στεφάνῳ"
http://www.stoa.org/sol-entries/alpha/4540,"Αὐτοῖς ταλάροις ἐσθίεις τὸν τυρόν"
http://www.stoa.org/sol-entries/alpha/4541,"Αὐχεῖ"
http://www.stoa.org/sol-entries/alpha/4542,"Αὔχημα"
http://www.stoa.org/sol-entries/alpha/4543,"Αὐχμηρὰ τράπεζα"
http://www.stoa.org/sol-entries/alpha/4544,"Αὐχμεῖς αἰσχρῶς"
http://www.stoa.org/sol-entries/alpha/4545,"Αὖχος"
http://www.stoa.org/sol-entries/alpha/4546,"Αὐχοῦντες"
http://www.stoa.org/sol-entries/alpha/4547,"Ἀφαγνίσαι"
http://www.stoa.org/sol-entries/alpha/4548,"Ἄφακα"
http://www.stoa.org/sol-entries/alpha/4549,"Ἄφαλόν τε καὶ ἄλοφον"
http://www.stoa.org/sol-entries/alpha/4550,"Ἀφαμαρτούσῃ"
http://www.stoa.org/sol-entries/alpha/4551,"Ἀφανές"
http://www.stoa.org/sol-entries/alpha/4552,"Ἀφανὴς οὐσία"
http://www.stoa.org/sol-entries/alpha/4553,"Ἀφανίσαι"
http://www.stoa.org/sol-entries/alpha/4554,"Ἄφαντον φῶς"
http://www.stoa.org/sol-entries/alpha/4555,"Ἀφάπτειν"
http://www.stoa.org/sol-entries/alpha/4556,"Ἀφαρεύς"
http://www.stoa.org/sol-entries/alpha/4557,"Ἄφαρον"
http://www.stoa.org/sol-entries/alpha/4558,"Ἀφαρπάζω"
http://www.stoa.org/sol-entries/alpha/4559,"Ἀφάρτεροι"
http://www.stoa.org/sol-entries/alpha/4560,"Ἀφασία"
http://www.stoa.org/sol-entries/alpha/4561,"Ἁφή"
http://www.stoa.org/sol-entries/alpha/4562,"Ἁφὰς λύχνων"
http://www.stoa.org/sol-entries/alpha/4563,"Ἀφάσσων"
http://www.stoa.org/sol-entries/alpha/4564,"Ἄφατοι"
http://www.stoa.org/sol-entries/alpha/4565,"Ἀφαυανθήσομαι"
http://www.stoa.org/sol-entries/alpha/4566,"Ἀφαυροτέροις"
http://www.stoa.org/sol-entries/alpha/4567,"Ἀφάψαι"
http://www.stoa.org/sol-entries/alpha/4568,"Ἀφ' αἵματος"
http://www.stoa.org/sol-entries/alpha/4569,"Ἀφαίρεμα"
http://www.stoa.org/sol-entries/alpha/4570,"Ἀφαιρεῖν κροκύδας"
http://www.stoa.org/sol-entries/alpha/4571,"Ἀφαιροῦμαι"
http://www.stoa.org/sol-entries/alpha/4572,"Ἁφαῖς"
http://www.stoa.org/sol-entries/alpha/4573,"Ἀφεδρείας"
http://www.stoa.org/sol-entries/alpha/4574,"Ἀφ' ἑδρῶν"
http://www.stoa.org/sol-entries/alpha/4575,"Ἀφεκτέον"
http://www.stoa.org/sol-entries/alpha/4576,"Ἀφελές"
http://www.stoa.org/sol-entries/alpha/4577,"Ἀφέλῃς"
http://www.stoa.org/sol-entries/alpha/4578,"Ἀφελχθείη"
http://www.stoa.org/sol-entries/alpha/4579,"Ἄφεμα"
http://www.stoa.org/sol-entries/alpha/4580,"Ἀφέμενον"
http://www.stoa.org/sol-entries/alpha/4581,"Ἄφενος"
http://www.stoa.org/sol-entries/alpha/4582,"Ἀφέντες τὴν ὑπέραν τὸν πόδα διώκουσιν"
http://www.stoa.org/sol-entries/alpha/4583,"Ἀφέξει"
http://www.stoa.org/sol-entries/alpha/4584,"Ἀφέωκα"
http://www.stoa.org/sol-entries/alpha/4585,"Ἀφέωνταί σοι αἱ ἁμαρτίαι σου"
http://www.stoa.org/sol-entries/alpha/4586,"Ἀφερπύσαι"
http://www.stoa.org/sol-entries/alpha/4587,"Ἀφέλεια"
http://www.stoa.org/sol-entries/alpha/4588,"Ἄφες ἀπὸ βαλβίδων ἐμέ τε καὶ τοῦτον"
http://www.stoa.org/sol-entries/alpha/4589,"Ἀφέσθαι"
http://www.stoa.org/sol-entries/alpha/4590,"Ἀφ' Ἑστίας"
http://www.stoa.org/sol-entries/alpha/4591,"Ἀφέται"
http://www.stoa.org/sol-entries/alpha/4592,"Ἀφετηρία"
http://www.stoa.org/sol-entries/alpha/4593,"Ἄφευε τῶν φασήλων, ὦ γύναι, τρεῖς χοίνικας"
http://www.stoa.org/sol-entries/alpha/4594,"Ἀφευθεὶς τὸν πρωκτόν"
http://www.stoa.org/sol-entries/alpha/4595,"Ἀφειδήσας"
http://www.stoa.org/sol-entries/alpha/4596,"Ἀφεῖκα"
http://www.stoa.org/sol-entries/alpha/4597,"Ἀφείλετο"
http://www.stoa.org/sol-entries/alpha/4598,"Ἀφεῖνται"
http://www.stoa.org/sol-entries/alpha/4599,"Ἀφεὶς καὶ Ἀπαλλάξας"
http://www.stoa.org/sol-entries/alpha/4600,"Ἁφή"
http://www.stoa.org/sol-entries/alpha/4601,"Ἀφηβηκότι"
http://www.stoa.org/sol-entries/alpha/4602,"Ἀφηγοῦμαι"
http://www.stoa.org/sol-entries/alpha/4603,"Ἀφηλικέστερος"
http://www.stoa.org/sol-entries/alpha/4604,"Ἄφημος"
http://www.stoa.org/sol-entries/alpha/4605,"Ἀφηνιάζω"
http://www.stoa.org/sol-entries/alpha/4606,"Ἀφῃρημένος"
http://www.stoa.org/sol-entries/alpha/4607,"Ἀφηνιαστής"
http://www.stoa.org/sol-entries/alpha/4608,"Ἀφήτορος"
http://www.stoa.org/sol-entries/alpha/4609,"Ἀφιᾶσι"
http://www.stoa.org/sol-entries/alpha/4610,"Ἀφῖγμαι"
http://www.stoa.org/sol-entries/alpha/4611,"Ἀφιδρύματα"
http://www.stoa.org/sol-entries/alpha/4612,"Ἀφίεμαι"
http://www.stoa.org/sol-entries/alpha/4613,"Ἀφ' ἱερᾶς"
http://www.stoa.org/sol-entries/alpha/4614,"Ἀφίει"
http://www.stoa.org/sol-entries/alpha/4615,"Ἀφιζάνει"
http://www.stoa.org/sol-entries/alpha/4616,"Ἀφίημι"
http://www.stoa.org/sol-entries/alpha/4617,"Ἀφικνοῦμαι"
http://www.stoa.org/sol-entries/alpha/4618,"Ἀφίκετο"
http://www.stoa.org/sol-entries/alpha/4619,"Ἀφιλότιμος"
http://www.stoa.org/sol-entries/alpha/4620,"Ἀφιματῶσαι"
http://www.stoa.org/sol-entries/alpha/4621,"Ἄφιππα χωρία"
http://www.stoa.org/sol-entries/alpha/4622,"Ἀφίπταμαι"
http://www.stoa.org/sol-entries/alpha/4623,"Ἀφίστασθαι αὐτοῖς τῆς ἀρχῆς"
http://www.stoa.org/sol-entries/alpha/4624,"Ἀφίστων"
http://www.stoa.org/sol-entries/alpha/4625,"Ἀφῖχθαι"
http://www.stoa.org/sol-entries/alpha/4626,"Ἀφθαρτοδοκητής"
http://www.stoa.org/sol-entries/alpha/4627,"Ἀφθάς"
http://www.stoa.org/sol-entries/alpha/4628,"Ἄφθιτον"
http://www.stoa.org/sol-entries/alpha/4629,"Ἄφθονα"
http://www.stoa.org/sol-entries/alpha/4630,"Ἀφθόνιος"
http://www.stoa.org/sol-entries/alpha/4631,"Ἄφλαστον"
http://www.stoa.org/sol-entries/alpha/4632,"Ἀφλυσμός"
http://www.stoa.org/sol-entries/alpha/4633,"Ἀφνειός"
http://www.stoa.org/sol-entries/alpha/4634,"Ἀφοβόσπλαγχνος"
http://www.stoa.org/sol-entries/alpha/4635,"Ἀφοδεῦσαι"
http://www.stoa.org/sol-entries/alpha/4636,"Ἀφοπλίζειν"
http://www.stoa.org/sol-entries/alpha/4637,"Ἀφόρητον"
http://www.stoa.org/sol-entries/alpha/4638,"Ἀφορμή"
http://www.stoa.org/sol-entries/alpha/4639,"Ἀφοσιούμεθα"
http://www.stoa.org/sol-entries/alpha/4640,"Ἀφουσία"
http://www.stoa.org/sol-entries/alpha/4641,"Ἀφώρισται"
http://www.stoa.org/sol-entries/alpha/4642,"Ἀφραδέως"
http://www.stoa.org/sol-entries/alpha/4643,"Ἄφρακτος φίλων"
http://www.stoa.org/sol-entries/alpha/4644,"Ἄφραστον"
http://www.stoa.org/sol-entries/alpha/4645,"Ἀφραστύες"
http://www.stoa.org/sol-entries/alpha/4646,"Ἀφραίνει"
http://www.stoa.org/sol-entries/alpha/4647,"Ἀφρικανός"
http://www.stoa.org/sol-entries/alpha/4648,"Ἀφρικανός"
http://www.stoa.org/sol-entries/alpha/4649,"Ἀφριόεν"
http://www.stoa.org/sol-entries/alpha/4650,"Ἀφρῖτις"
http://www.stoa.org/sol-entries/alpha/4651,"Ἀφροδίσιον"
http://www.stoa.org/sol-entries/alpha/4652,"Ἀφροδίσιον"
http://www.stoa.org/sol-entries/alpha/4653,"Ἀφροδίτη"
http://www.stoa.org/sol-entries/alpha/4654,"Ἀφροντιστῶ"
http://www.stoa.org/sol-entries/alpha/4655,"Ἄφροι"
http://www.stoa.org/sol-entries/alpha/4656,"Ἀφρουρήτους"
http://www.stoa.org/sol-entries/alpha/4657,"Ἄφρων καὶ ἄνους"
http://www.stoa.org/sol-entries/alpha/4658,"Ἀφοιτῶ"
http://www.stoa.org/sol-entries/alpha/4659,"Ἀφύας"
http://www.stoa.org/sol-entries/alpha/4660,"Ἀφύα ἐς πῦρ"
http://www.stoa.org/sol-entries/alpha/4661,"Ἀφυής"
http://www.stoa.org/sol-entries/alpha/4662,"Ἀφυί̈α"
http://www.stoa.org/sol-entries/alpha/4663,"Ἄφυκτα"
http://www.stoa.org/sol-entries/alpha/4664,"Ἀφυσμός"
http://www.stoa.org/sol-entries/alpha/4665,"Ἀφύσσων"
http://www.stoa.org/sol-entries/alpha/4666,"Ἀφ' ὑψηλοῦ μου καταγελᾷς"
http://www.stoa.org/sol-entries/alpha/4667,"Ἀχαάβ"
http://www.stoa.org/sol-entries/alpha/4668,"Ἄχαζ"
http://www.stoa.org/sol-entries/alpha/4669,"Ἀχαί̈α"
http://www.stoa.org/sol-entries/alpha/4670,"Ἀχανὲς πέλαγος"
http://www.stoa.org/sol-entries/alpha/4671,"Ἀχάνη"
http://www.stoa.org/sol-entries/alpha/4672,"Ἄχαρι"
http://www.stoa.org/sol-entries/alpha/4673,"Ἄχαρι"
http://www.stoa.org/sol-entries/alpha/4674,"Ἀχαριστεῖν"
http://www.stoa.org/sol-entries/alpha/4675,"Ἀχαριστεῖν"
http://www.stoa.org/sol-entries/alpha/4676,"Ἀχαρίστως"
http://www.stoa.org/sol-entries/alpha/4677,"Ἀχαρνείτης"
http://www.stoa.org/sol-entries/alpha/4678,"Ἀχάτης"
http://www.stoa.org/sol-entries/alpha/4679,"Ἀχαία"
http://www.stoa.org/sol-entries/alpha/4680,"Ἀχαιί̈δα"
http://www.stoa.org/sol-entries/alpha/4681,"Ἀχαιί̈νη"
http://www.stoa.org/sol-entries/alpha/4682,"Ἀχαιός"
http://www.stoa.org/sol-entries/alpha/4683,"Ἀχαιός"
http://www.stoa.org/sol-entries/alpha/4684,"Ἀχέων"
http://www.stoa.org/sol-entries/alpha/4685,"Ἄχερδος"
http://www.stoa.org/sol-entries/alpha/4686,"Ἀχερουσία"
http://www.stoa.org/sol-entries/alpha/4687,"Ἀχέρων"
http://www.stoa.org/sol-entries/alpha/4688,"Ἀχέρων"
http://www.stoa.org/sol-entries/alpha/4689,"Ἀχέτας"
http://www.stoa.org/sol-entries/alpha/4690,"Ἄχειρος"
http://www.stoa.org/sol-entries/alpha/4691,"Ἀχείρωτον"
http://www.stoa.org/sol-entries/alpha/4692,"Ἀχηνία"
http://www.stoa.org/sol-entries/alpha/4693,"Ἄχι"
http://www.stoa.org/sol-entries/alpha/4694,"Ἀχίας"
http://www.stoa.org/sol-entries/alpha/4695,"Ἀχιλλεὺς Στάτιος"
http://www.stoa.org/sol-entries/alpha/4696,"Ἀχίλλειος εὐχή"
http://www.stoa.org/sol-entries/alpha/4697,"Ἀχιλλείων"
http://www.stoa.org/sol-entries/alpha/4698,"Ἀχθέσῃ"
http://www.stoa.org/sol-entries/alpha/4699,"Ἄχθεται"
http://www.stoa.org/sol-entries/alpha/4700,"Ἀχθεινή"
http://www.stoa.org/sol-entries/alpha/4701,"Ἀχθηδών"
http://www.stoa.org/sol-entries/alpha/4702,"Ἄχθομαι"
http://www.stoa.org/sol-entries/alpha/4703,"Ἀχθοφόρον"
http://www.stoa.org/sol-entries/alpha/4704,"Ἀχλύς"
http://www.stoa.org/sol-entries/alpha/4705,"Ἄχναι"
http://www.stoa.org/sol-entries/alpha/4706,"Ἄχνους"
http://www.stoa.org/sol-entries/alpha/4707,"Ἀχνύμενος"
http://www.stoa.org/sol-entries/alpha/4708,"Ἄχος"
http://www.stoa.org/sol-entries/alpha/4709,"Ἅχω"
http://www.stoa.org/sol-entries/alpha/4710,"Ἀχών"
http://www.stoa.org/sol-entries/alpha/4711,"Ἀχώρ"
http://www.stoa.org/sol-entries/alpha/4712,"Ἄχραντον"
http://www.stoa.org/sol-entries/alpha/4713,"Ἀχράς"
http://www.stoa.org/sol-entries/alpha/4714,"Ἀχρειόγελως ἄνθρωπος"
http://www.stoa.org/sol-entries/alpha/4715,"Ἄχρειον"
http://www.stoa.org/sol-entries/alpha/4716,"Ἄχρηστα"
http://www.stoa.org/sol-entries/alpha/4717,"Ἀχρηστία"
http://www.stoa.org/sol-entries/alpha/4718,"Ἄχρι"
http://www.stoa.org/sol-entries/alpha/4719,"Ἄχρωμος"
http://www.stoa.org/sol-entries/alpha/4720,"Ἀχρυλίς"
http://www.stoa.org/sol-entries/alpha/4721,"Ἀχυρμιαί"
http://www.stoa.org/sol-entries/alpha/4722,"Ἄψ"
http://www.stoa.org/sol-entries/alpha/4723,"Ἀψάλακτος"
http://www.stoa.org/sol-entries/alpha/4724,"Ἁψαμένη"
http://www.stoa.org/sol-entries/alpha/4725,"Ἀψαύστως"
http://www.stoa.org/sol-entries/alpha/4726,"Ἀψεύδεια"
http://www.stoa.org/sol-entries/alpha/4727,"Ἀψήκτῳ κοθόρνῳ"
http://www.stoa.org/sol-entries/alpha/4728,"Ἀψήφιστον"
http://www.stoa.org/sol-entries/alpha/4729,"Ἁψῖδες"
http://www.stoa.org/sol-entries/alpha/4730,"Ἁψικάρδιος"
http://www.stoa.org/sol-entries/alpha/4731,"Ἁψίκορος"
http://www.stoa.org/sol-entries/alpha/4732,"Ἁψιμαχία"
http://www.stoa.org/sol-entries/alpha/4733,"Ἁψιμισία"
http://www.stoa.org/sol-entries/alpha/4734,"Ἀψίνης"
http://www.stoa.org/sol-entries/alpha/4735,"Ἀψίνης"
http://www.stoa.org/sol-entries/alpha/4736,"Ἀψίνης"
http://www.stoa.org/sol-entries/alpha/4737,"Ἄψορροι"
http://www.stoa.org/sol-entries/alpha/4738,"Ἀψοφητί"
http://www.stoa.org/sol-entries/alpha/4739,"Ἄψυρτος"
http://www.stoa.org/sol-entries/alpha/4740,"Ἄψυχος"
http://www.stoa.org/sol-entries/alphaiota/1,"Αἶ"
http://www.stoa.org/sol-entries/alphaiota/2,"Αἶα"
http://www.stoa.org/sol-entries/alphaiota/3,"Αἴαγμα"
http://www.stoa.org/sol-entries/alphaiota/4,"Αἰάζειν"
http://www.stoa.org/sol-entries/alphaiota/5,"Αἰακίδης"
http://www.stoa.org/sol-entries/alphaiota/6,"Αἰακίξ"
http://www.stoa.org/sol-entries/alphaiota/7,"Αἰανὴς κύκλος"
http://www.stoa.org/sol-entries/alphaiota/8,"Αἰάντειος γέλως"
http://www.stoa.org/sol-entries/alphaiota/9,"Αἴαξ"
http://www.stoa.org/sol-entries/alphaiota/10,"Αἴαψος"
http://www.stoa.org/sol-entries/alphaiota/11,"Αἰβάλη"
http://www.stoa.org/sol-entries/alphaiota/12,"Αἴβιλος"
http://www.stoa.org/sol-entries/alphaiota/13,"Αἰβιωναῖος"
http://www.stoa.org/sol-entries/alphaiota/14,"Αἰβοῖ"
http://www.stoa.org/sol-entries/alphaiota/15,"Αἰβοῖ"
http://www.stoa.org/sol-entries/alphaiota/16,"Αἴγαγρος"
http://www.stoa.org/sol-entries/alphaiota/17,"Αἰγαλέως"
http://www.stoa.org/sol-entries/alphaiota/18,"Αἰγανέα"
http://www.stoa.org/sol-entries/alphaiota/19,"Αἲ γάρ"
http://www.stoa.org/sol-entries/alphaiota/20,"Αἶγας ἀνιεμένους"
http://www.stoa.org/sol-entries/alphaiota/21,"Αἶγα"
http://www.stoa.org/sol-entries/alphaiota/22,"Αἰγάστρη"
http://www.stoa.org/sol-entries/alphaiota/23,"Αἰγαῖον πέλαγος"
http://www.stoa.org/sol-entries/alphaiota/24,"Αἰγαῖος κόλπος"
http://www.stoa.org/sol-entries/alphaiota/25,"Αἰγαίωρος"
http://www.stoa.org/sol-entries/alphaiota/26,"Αἰγέα"
http://www.stoa.org/sol-entries/alphaiota/27,"Αἰγέα"
http://www.stoa.org/sol-entries/alphaiota/28,"Αἶγες"
http://www.stoa.org/sol-entries/alphaiota/29,"Αἰγεσταῖος"
http://www.stoa.org/sol-entries/alphaiota/30,"Αἰγεύς"
http://www.stoa.org/sol-entries/alphaiota/31,"Αἰγεία θάλασσα"
http://www.stoa.org/sol-entries/alphaiota/32,"Αἰγεῖδαι"
http://www.stoa.org/sol-entries/alphaiota/33,"Αἰγεῖον"
http://www.stoa.org/sol-entries/alphaiota/34,"Αἴγειον"
http://www.stoa.org/sol-entries/alphaiota/35,"Αἰγείρου θέα"
http://www.stoa.org/sol-entries/alphaiota/36,"Αἰγηί̈ς"
http://www.stoa.org/sol-entries/alphaiota/37,"Αἰγιάζειν"
http://www.stoa.org/sol-entries/alphaiota/38,"Αἰγιαλεύς"
http://www.stoa.org/sol-entries/alphaiota/39,"Αἰγιάλεια"
http://www.stoa.org/sol-entries/alphaiota/40,"Αἰγιάλη"
http://www.stoa.org/sol-entries/alphaiota/41,"Αἰγιαλῷ λαλεῖς"
http://www.stoa.org/sol-entries/alphaiota/42,"Αἰγίβοτος γῆ"
http://www.stoa.org/sol-entries/alphaiota/43,"Αἴγιγες"
http://www.stoa.org/sol-entries/alphaiota/44,"Αἰγίζειν"
http://www.stoa.org/sol-entries/alphaiota/45,"Αἰγιεῖς οὔτε τρεῖς οὔτε τέσσαρες"
http://www.stoa.org/sol-entries/alphaiota/46,"Αἰγίθαλος"
http://www.stoa.org/sol-entries/alphaiota/47,"Αἰγιλία"
http://www.stoa.org/sol-entries/alphaiota/48,"Αἰγίλιψ"
http://www.stoa.org/sol-entries/alphaiota/49,"Αἴγιλλος"
http://www.stoa.org/sol-entries/alphaiota/50,"Αἰγίλουρος"
http://www.stoa.org/sol-entries/alphaiota/51,"Αἰγίμιος"
http://www.stoa.org/sol-entries/alphaiota/52,"Αἰγιμιώ"
http://www.stoa.org/sol-entries/alphaiota/53,"Αἴγινα"
http://www.stoa.org/sol-entries/alphaiota/54,"Αἴγινθος"
http://www.stoa.org/sol-entries/alphaiota/55,"Αἴγιον"
http://www.stoa.org/sol-entries/alphaiota/56,"Αἰγίοχος"
http://www.stoa.org/sol-entries/alphaiota/57,"Αἰγίπλαγκτος"
http://www.stoa.org/sol-entries/alphaiota/58,"Αἴγιρος"
http://www.stoa.org/sol-entries/alphaiota/59,"Αἰγίς"
http://www.stoa.org/sol-entries/alphaiota/60,"Αἰγίς"
http://www.stoa.org/sol-entries/alphaiota/61,"Αἰγίς"
http://www.stoa.org/sol-entries/alphaiota/62,"Αἴγισθος"
http://www.stoa.org/sol-entries/alphaiota/63,"Αἰγιστεύς"
http://www.stoa.org/sol-entries/alphaiota/64,"Αἴγλη"
http://www.stoa.org/sol-entries/alphaiota/65,"Αἰγλήεντος"
http://www.stoa.org/sol-entries/alphaiota/66,"Αἴγλης Χάριτες"
http://www.stoa.org/sol-entries/alphaiota/67,"Αἰγόκερως"
http://www.stoa.org/sol-entries/alphaiota/68,"Αἰγὸς ἀστήρ"
http://www.stoa.org/sol-entries/alphaiota/69,"Αἰγὸς τρόπον"
http://www.stoa.org/sol-entries/alphaiota/70,"Αἰγοφάγος"
http://www.stoa.org/sol-entries/alphaiota/71,"Αἰγώνη"
http://www.stoa.org/sol-entries/alphaiota/72,"Αἰγωνίεια"
http://www.stoa.org/sol-entries/alphaiota/73,"Αἰγῶν ὀνόματα"
http://www.stoa.org/sol-entries/alphaiota/74,"Αἰγυπιόν"
http://www.stoa.org/sol-entries/alphaiota/75,"Αἰγυπτιάζειν"
http://www.stoa.org/sol-entries/alphaiota/76,"Αἰγυπτία κληματίς"
http://www.stoa.org/sol-entries/alphaiota/77,"Αἴγυπτος"
http://www.stoa.org/sol-entries/alphaiota/78,"Αἰδέσασθαι"
http://www.stoa.org/sol-entries/alphaiota/79,"Αἰδεσία"
http://www.stoa.org/sol-entries/alphaiota/80,"Αἰδέσιμον"
http://www.stoa.org/sol-entries/alphaiota/81,"Αἰδημόνως"
http://www.stoa.org/sol-entries/alphaiota/82,"Αἰδήμων"
http://www.stoa.org/sol-entries/alphaiota/83,"Αἰδοσύνη"
http://www.stoa.org/sol-entries/alphaiota/84,"Αἰδοῦμαι"
http://www.stoa.org/sol-entries/alphaiota/85,"Αἰδῶ"
http://www.stoa.org/sol-entries/alphaiota/86,"Αἰδώς"
http://www.stoa.org/sol-entries/alphaiota/87,"Αἰδοῖ εἴκων"
http://www.stoa.org/sol-entries/alphaiota/88,"Αἰδοῖον"
http://www.stoa.org/sol-entries/alphaiota/89,"Αἰδοῖος"
http://www.stoa.org/sol-entries/alphaiota/90,"Αἴδυλος"
http://www.stoa.org/sol-entries/alphaiota/91,"Αἲ αἴ"
http://www.stoa.org/sol-entries/alphaiota/92,"Αἰαία"
http://www.stoa.org/sol-entries/alphaiota/93,"Αἰαιοί"
http://www.stoa.org/sol-entries/alphaiota/94,"Αἱ ἐμαὶ πόλεις"
http://www.stoa.org/sol-entries/alphaiota/95,"Αἰένυπνος"
http://www.stoa.org/sol-entries/alphaiota/96,"Αἴεσχος"
http://www.stoa.org/sol-entries/alphaiota/97,"Αἰετός"
http://www.stoa.org/sol-entries/alphaiota/98,"Αἰετὸς ἐν νεφέλαις"
http://www.stoa.org/sol-entries/alphaiota/99,"Αἰζηός"
http://www.stoa.org/sol-entries/alphaiota/100,"Αἰζήρ"
http://www.stoa.org/sol-entries/alphaiota/101,"Αἰεί"
http://www.stoa.org/sol-entries/alphaiota/102,"Αἰεὶ δὲ γέροντι νέαν ποτιβάλλεο κούρην"
http://www.stoa.org/sol-entries/alphaiota/103,"Αἰεὶ ἐστώ"
http://www.stoa.org/sol-entries/alphaiota/104,"Αἰεὶ φέρει τι Λιβύη κακόν"
http://www.stoa.org/sol-entries/alphaiota/105,"Αἰήτης"
http://www.stoa.org/sol-entries/alphaiota/106,"Αἰθάλη"
http://www.stoa.org/sol-entries/alphaiota/107,"Αἰθαλείδης"
http://www.stoa.org/sol-entries/alphaiota/108,"Αἰθαλόεν"
http://www.stoa.org/sol-entries/alphaiota/109,"Αἰθαλόεις θεός"
http://www.stoa.org/sol-entries/alphaiota/110,"Αἰθαλοκομπίαις"
